Wall time,Step,Value
1732700520.7993426,0,45.0
1732700520.8144271,1,16.0
1732700520.8486674,2,31.0
1732700520.8659701,3,23.0
1732700521.1945233,4,20.0
1732700521.470838,5,11.0
1732700521.70619,6,11.0
1732700522.3235776,7,23.0
1732700522.6690807,8,12.0
1732700523.121168,9,10.0
1732700524.0038683,10,26.0
1732700524.4877021,11,19.0
1732700525.2622979,12,33.0
1732700525.63843,13,13.0
1732700525.9791644,14,12.0
1732700526.3449414,15,13.0
1732700526.6917183,16,13.0
1732700527.2352974,17,17.0
1732700527.5795732,18,12.0
1732700528.449227,19,34.0
1732700528.8247757,20,13.0
1732700529.18726,21,12.0
1732700529.6735291,22,16.0
1732700530.3815007,23,26.0
1732700530.720666,24,16.0
1732700531.0293112,25,13.0
1732700531.4129865,26,17.0
1732700531.9082115,27,16.0
1732700532.518609,28,18.0
1732700533.0744553,29,18.0
1732700534.188858,30,47.0
1732700534.594628,31,16.0
1732700535.1638734,32,22.0
1732700536.7727704,33,54.0
1732700538.3710916,34,58.0
1732700539.247918,35,27.0
1732700539.9654725,36,26.0
1732700540.8300452,37,34.0
1732700541.5526078,38,33.0
1732700542.0069938,39,17.0
1732700542.786629,40,27.0
1732700543.8675382,41,46.0
1732700544.3072157,42,20.0
1732700545.5945175,43,49.0
1732700546.0710864,44,18.0
1732700546.4472992,45,17.0
1732700547.6895714,46,53.0
1732700548.1367452,47,16.0
1732700549.7320957,48,51.0
1732700550.1390853,49,19.0
1732700550.9259691,50,33.0
1732700552.1885934,51,49.0
1732700554.1752915,52,89.0
1732700555.9485412,53,62.0
1732700557.8738165,54,76.0
1732700559.438882,55,68.0
1732700561.5581608,56,85.0
1732700564.1627731,57,109.0
1732700565.8743777,58,59.0
1732700567.1592717,59,56.0
1732700570.0964956,60,115.0
1732700577.205999,61,280.0
1732700581.0221794,62,148.0
1732700582.5779324,63,71.0
1732700583.779672,64,48.0
1732700585.7862864,65,88.0
1732700587.829902,66,75.0
1732700591.2390087,67,133.0
1732700594.1040215,68,95.0
1732700598.2424653,69,129.0
1732700601.2558887,70,121.0
1732700604.1018374,71,114.0
1732700608.0475428,72,158.0
1732700613.4752238,73,217.0
1732700614.8097272,74,64.0
1732700616.70997,75,73.0
1732700618.609834,76,85.0
1732700620.4677138,77,75.0
1732700622.2414913,78,76.0
1732700623.9695451,79,75.0
1732700626.524807,80,103.0
1732700629.0742724,81,100.0
1732700632.82673,82,147.0
1732700635.2627292,83,98.0
1732700639.2168553,84,155.0
1732700645.0769534,85,242.0
1732700648.5016158,86,142.0
1732700650.8327634,87,96.0
1732700654.0231183,88,116.0
1732700656.401953,89,101.0
1732700660.208244,90,153.0
1732700663.9597125,91,154.0
1732700667.1208487,92,120.0
1732700670.5010042,93,141.0
1732700674.4388616,94,163.0
1732700678.4101064,95,161.0
1732700682.0422475,96,145.0
1732700686.1611855,97,168.0
1732700689.5300872,98,139.0
1732700693.3846493,99,158.0
1732700696.8908079,100,145.0
1732700700.634923,101,153.0
1732700703.4570088,102,112.0
1732700706.6431253,103,116.0
1732700711.0706472,104,178.0
1732700713.7617764,105,117.0
1732700716.838328,106,122.0
1732700719.7202072,107,121.0
1732700723.2070425,108,138.0
1732700724.8819053,109,69.0
1732700726.7858295,110,77.0
